movie_name,director,cast_name,country_name,subgenre_name
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,Charles Lamont,"Bud Abbott, Lou Costello, Boris Karloff",United States,"
"
"The Beast from 20,000 Fathoms",Eugène Lourié,"Paul Christian, Paula Raymond, Cecil Kellaway",United States,"
"
Cat-Women of the Moon,Arthur D. Hilton,"Sonny Tufts, Victor Jory, Marie Windsor, Carol Brewster",United States,"[nb 6]
"
Commando Cody: Sky Marshal of the Universe,"Harry Keller, Franklin Adreon, Fred C. Brannon","Judd Holdren, Aline Towne",United States,"Serial film
"
Donovan's Brain,Felix E. Feist,"Lew Ayres, Gene Evans, Nancy Davis",United States,"
"
Flight to the Moon,Brumberg sisters,"Vera Bendina (voice), Yevgeniya Mores (voice), Valentina Sperantova (voice)",Soviet Union,"Animated short film. Russian title: Полёт на Луну, tr. Polyot na Lunu[3][4][5][6]
"
Four Sided Triangle,Terence Fisher,"Barbara Payton, John Van Eyssen, Percy Marmont",United Kingdom,"
"
Invaders from Mars,William Cameron Menzies,"Jimmy Hunt, Arthur Franz, Helena Carter",United States,"
"
It Came from Outer Space,Jack Arnold,"Richard Carlson, Barbara Rush, Charles Drake",United States,"
"
The Lost Planet,Spencer Gordon Bennet,"Judd Holdren, Vivian Mason, Michael Fox",United States,"Serial film
"
The Magnetic Monster,Curt Siodmak,"Richard Carlson, King Donovan, Harry Ellerbe",United States,"
"
Mesa of Lost Women,"Herbert Tevos, Ron Ormond","Jackie Coogan, Richard Travis, Allan Nixon, Mary Hill",United States,"
"
The Neanderthal Man,Ewald Andre Dupont,"Robert Shayne, Doris Merrick, Richard Crane",United States,"
"
Phantom from Space,W. Lee Wilder,"Ted Cooper, Rudolph Anders, Noreen Nash",United States,"
"
Port Sinister,Harold Daniels,"James Warren, Lynne Roberts, Paul Cavanagh",United States,"[nb 7]
"
Project Moonbase,Richard Talmadge,"Donna Martell, Hayden Rorke, Ross Ford",United States,"
"
Robot Monster,Phil Tucker,"George Nader, Claudia Barrett, Selena Royle",United States,"[nb 8]
"
Spaceways,Terence Fisher,"Howard Duff, Eva Bartok, Alan Wheatley",United KingdomUnited States,"
"
The Twonky,Arch Oboler,"Hans Conried, Billy Lynn, Gloria Blondell, Janet Warren",United States,"[7]
"
The War of the Worlds,Byron Haskin,"Gene Barry, Ann Robinson, Les Tremayne, Lewis Martin",United States,"[nb 9]
"
"20,000 Leagues Under the Sea",Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas",United States,"[nb 10]
"
Crash of Moons,Hollingsworth Morse,"Richard Crane, Sally Mansfield, Robert Lyden, Scotty Beckett, Patsy Parsons",United States,"Television film [nb 11]
"
Creature from the Black Lagoon,Jack Arnold,"Richard Carlson, Julie Adams, Richard Denning, Antonio Moreno",United States,"
"
Devil Girl from Mars,David MacDonald,"Patricia Laffan, Hugh McDermott, Adrienne Corri",United Kingdom,"
"
Godzilla,Ishirō Honda,"Akira Takarada, Momoko Kōchi, Takashi Shimura",Japan,"
"
Gog,Ivan Tors,"Richard Egan, Constance Dowling, Herbert Marshall",United States,"
"
Killers from Space,W. Lee Wilder,Peter Graves,United States,"
"
Monster from The Ocean Floor,Wyott Ordung,"Anne Kimball, Stuart Wade, Dick Pinner",United States,"
"
Riders to the Stars,Richard Carlson,"William Lundigan, Herbert Marshall",United States,"
"
Snow Creature,W. Lee Wilder,William Phipps,United States,"
"
Stranger From Venus,Burt Balaban,"Patricia Neal, Helmut Dantine, Derek Bond",United States,"[8]
"
Target Earth,Sherman A. Rose,"Richard Denning, Kathleen Crowley, Virginia Grey",United States,"
"
Them!,Gordon Douglas,"James Whitmore, Edmund Gwenn, Joan Weldon, James Arness",United States,"
"
Tobor the Great,Lee Sholem,"Charles Drake, Karin Booth, Billy Chapin",United States,"
"
The Beast with a Million Eyes,David Kramarsky,"Paul Birch, Lorna Thayer, Dona Cole, Dick Sargent",United States,"[9][10][nb 12]
"
Bride of the Monster,"Edward D. Wood, Jr.","Bela Lugosi, Tor Johnson, Tony McCoy, Loretta King",United States,"
"
Creature with the Atom Brain,Edward L. Cahn,"Richard Denning, Angela Greene, S. John Launer",United States,"[11]
"
Conquest of Space,Byron Haskin,"Walter Brooke, Eric Fleming, Mickey Shaughnessy",United States,"
"
"The Phantom from 10,000 Leagues",Dan Milner,"Kent Taylor, Cathy Downs, Michael Whalen",United States,"
"
Day the World Ended,Roger Corman,"Richard Denning, Lori Nelson, Paul Birch, Touch Connors",United States,"
"
"Godzilla Raids Again (a.k.a. Gigantis, the Fire Monster)",Motoyoshi Oda,"Hiroshi Koizumi, Minoru Chiaki",Japan,"
"
It Came from Beneath the Sea,Robert Gordon,"Kenneth Tobey, Faith Domergue, Donald Curtis",United States,"
"
King Dinosaur,Bert I. Gordon,"Douglas Henderson, Patti Gallagher",United States,"[12][13]
"
Monster Snowman (a.k.a. Half Human),Ishirō Honda,"Akira Takarada, Akemi Negishi",Japan,"
"
The Quatermass Xperiment,Val Guest,"Brian Donlevy, Jack Warner, Richard Wordsworth, Margia Dean",United Kingdom,"[nb 13]
"
Revenge of the Creature,Jack Arnold,"John Agar, Lori Nelson, John Bromfield, Nestor Paiva",United States,"
"
Tarantula,Jack Arnold,"John Agar, Mara Corday, Leo G. Carroll, Nestor Paiva",United States,"
"
This Island Earth,"Jack Arnold, Joseph Newman","Jeff Morrow, Faith Domergue, Rex Reason",United States,"
"
1984,Michael Anderson,"Edmond O'Brien, Jan Sterling, Michael Redgrave, Donald Pleasence",United Kingdom,"
"
The Beast of Hollow Mountain,"Edward Nassour, Ismael Rodríguez","Guy Madison, Patricia Medina, Carlos Rivas",United States,"
"
The Black Sleep,Reginald Le Borg,"Basil Rathbone, Akim Tamiroff, Herbert Rudley, Patricia Blake, Lon Chaney, Jr., John Carradine, Bela Lugosi, Tor Johnson",United States,"
"
The Creature Walks Among Us,John Sherwood,"Jeff Morrow, Rex Reason, Leigh Snowden",United States,"[14]
"
Earth vs. the Flying Saucers,Fred Sears,"Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum",United States,"
"
Fire Maidens from Outer Space,Cy Roth,"Anthony Dexter, Susan Shaw",United Kingdom,"[nb 14]
"
Forbidden Planet,Fred Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen",United States,"
"
The Gamma People,John Gilling,"Paul Douglas, Eva Bartok, Leslie Phillips",United Kingdom,"
"
"Godzilla, King of the Monsters!","Terrell O. Morse, Ishirō Honda","Raymond Burr, Takashi Shimura, Akira Takarada, Kenji Sahara, Momoko Kochi",United StatesJapan,"
"
Indestructible Man,Jack Pollexfen,"Lon Chaney, Jr., Max Showalter, Marian Carr",United States,"
"
Invasion of the Body Snatchers,Don Siegel,"Kevin McCarthy, Dana Wynter, King Donovan",United States,"
"
It Conquered the World,Roger Corman,"Peter Graves, Beverly Garland, Lee Van Cleef",United States,"
"
The Man Who Turned to Stone,László Kardos,"Victor Jory, William Hudson",United States,"-
"
The Mole People,Virgil Vogel,"John Agar, Cynthia Patrick, Hugh Beaumont, Nestor Paiva",United States,"
"
On the Threshold of Space,Robert D. Webb,"Guy Madison, Virginia Leith, John Hodiak",United States,"Techno-drama[17][18][19]
"
Sora no Daikaijū Radon (USA title: Rodan),Ishirō Honda,"Kenji Sahara. Yumi Shirakawa, Yoshifumi Tajima",Japan,"[nb 15]
"
Toward the Unknown,Mervyn LeRoy,"William Holden, Lloyd Nolan, Virginia Leith",United States,"Techno-drama[20]
"
Uchūjin Tokyo ni Arawaru (Warning From Space),Koji Shima,"Keizo Kawasaki, Toyomi Karita, Bin Yagasawa",Japan,"[nb 16]
"
World Without End,Edward Bernds,"Hugh Marlowe, Nancy Gates, Rod Taylor",United States,"
"
X the Unknown,Leslie Norman,"Dean Jagger, Edward Chapman, Leo McKern",United StatesUnited Kingdom,"
"
Supersonic Saucer,Guy Fergusson,"Marcia Manolescue,Gillian Harrison,Fella Edmonds",United Kingdom,"
"
20 Million Miles to Earth,Nathan H. Juran,"William Hopper, Joan Taylor, Frank Puglia, John Zaremba",United States,"
"
The 27th Day,William Asher,"Gene Barry, Valerie French, George Voskovec",United States,"
"
She Devil,Kurt Neumann,"Albert Dekker, Jack Kelly, Mari Blanchard",United States,"
"
The Amazing Colossal Man,Bert I. Gordon,"Glenn Langan, Cathy Downs, William Hudson",United States,"
"
The Astounding She-Monster,Ronnie Ashcroft,"Jeanne Tatum, Ewing Brown, Robert Clarke",United States,"
"
Attack of the Crab Monsters,Roger Corman,"Richard Garland, Pamela Duncan, Russell Johnson",United States,"
"
Beginning of the End,Bert I. Gordon,"Peter Graves, Peggie Castle, Morris Ankrum",United States,"
"
The Black Scorpion,Edward Ludwig,"Richard Denning, Mara Corday, Carlos Rivas",United States,"
"
The Brain from Planet Arous,Nathan H. Juran,"John Agar, Joyce Meadows, Robert Fuller",United States,"[14]
"
The Cyclops,Bert I. Gordon,"James Craig, Gloria Talbott, Lon Chaney, Jr.",United States,"
"
The Deadly Mantis,Nathan H. Juran,"Craig Stevens, William Hopper, Alix Talton",United States,"
"
From Hell It Came,Dan Milner,"Tod Andrews, Tina Carver, Linda Watkins",United States,"
"
The Giant Claw,Fred Sears,"Jeff Morrow, Mara Corday, Morris Ankrum",United States,"
"
The Incredible Shrinking Man,Jack Arnold,"Grant Williams, Randy Stuart, April Kent",United States,"[nb 17]
"
Invasion of the Saucer Men,Edward L. Cahn,"Steve Terrell, Gloria Castillo, Frank Gorshin, Lyn Osborne",United States,"
"
The Invisible Boy,Herman Hoffman,"Richard Eyer, Philip Abbott, Diane Brewster",United States,"
"
Kronos,Kurt Neumann,"Jeff Morrow, Barbara Lawrence, John Emery, George O'Hanlon",United States,"
"
The Land Unknown,Virgil Vogel,"Jock Mahoney, Shawn Smith, William Reynolds",United States,"
"
The Monolith Monsters,John Sherwood,"Grant Williams, Lola Albright, Les Tremayne",United States,"
"
The Monster That Challenged the World,Arnold Laven,"Tim Holt, Audrey Dalton, Hans Conried",United States,"
"
The Mysterians,Ishirō Honda,"Kenji Sahara, Yumi Shirakawa, Momoko Kochi",Japan,"
"
The Night the World Exploded,Fred Sears,"Kathryn Grant, William Leslie, Tristram Coffin",United States,"
"
Not of This Earth,Roger Corman,"Paul Birch, Beverly Garland, Morgan Jones",United States,"
"
Quatermass 2,Val Guest,"Brian Donlevy, John Longden, Sid James",United Kingdom,"[nb 18]
"
The Secret of Two Oceans,Konstantin Pipinashvili,"Igor Vladimirov, Sergej Golovanov, Sergej Stoljarov",Soviet Union,"[21]
"
The Strange World of Planet X (UK) a.k.a. Cosmic Monsters (USA),Gilbert Gunn,"Forrest Tucker, Gaby Andre, Martin Benson",United Kingdom,"[nb 19]
"
The Unearthly,Brooke Peters,"John Carradine, Myron Healey, Allison Hayes",United States,"
"
The Unknown Terror,Charles Marquis Warren,"John Howard, Mala Powers, Paul E. Richards, May Wynn",United States,"
"
The Vampire,Paul Landres,"John Beal, Colleen Gray, Kenneth Tobey",United States,"
"
The Robot vs. The Aztec Mummy,Rafael Portillo,"Ramon Gay, Rosita Arenas, Luis Aceves Castaneda",Mexico,"
"
She Demons,Richard E. Cunha,"Irish McCalla, Tod Griffin, Victor Sen Yung",United States,"
"
Attack of the 50 Foot Woman,Nathan H. Juran,"Allison Hayes, William Hudson, Yvette Vickers",United States,"
"
Attack of the Puppet People,Bert I. Gordon,"John Agar, Michael Mark, Jack Kosslyn",United States,"
"
Ballad of the Ming Tombs Reservoir,Jin Shan,"Jin Shan, Yu Daiqin, Zhang Yisheng",China,"[22][23][24]
"
The Blob,"Irvin Shortess Yeaworth, Jr.","Steve McQueen, Aneta Corsaut, Earl Rowe",United States,"
"
The Brain Eaters,Bruno Ve Sota,"Ed Nelson, Alan Frost, Jack Hill",United States,"
"
The Colossus of New York,Eugène Lourié,"Ross Martin, Mala Powers, Charles Herbert",United States,"
"
The Day the Sky Exploded,Paolo Heusch,"Paul Hubschmid, Fiorella Mari, Gérard Landry, Dario Michaelis",FranceItaly,"[nb 20]
"
Doroga K Zvezdam,Pavel Klushantsev,Georgi Solovyov,Soviet Union,"[25][26]
"
Earth vs. the Spider,Bert I. Gordon,"Ed Kemmer, Gene Persson, Gene Roth",United States,"
"
The Electronic Monster,Montgomery Tully,"Rod Cameron, Mary Murphy, Meredith Edwards",United KingdomUnited States,"[27]
"
The Fabulous World of Jules Verne,Karel Zeman,"Lubor Tokoš, Jana Zatloukalová",Czechoslovakia,"
"
Fiend Without a Face,Arthur Crabtree,"Kynaston Reeves, Marshall Thompson, Terry Kilburn",United KingdomUnited States,"
"
The Fly,Kurt Neumann,"Vincent Price, Patricia Owens, Herbert Marshall",United States,"
"
Frankenstein 1970,Howard W. Koch,"Boris Karloff, Tom Duggan, Jana Lund",United States,"
"
Frankenstein's Daughter,Richard Cunha,"Donald Murphy, John Ashley, Sandra Knight",United States,"
"
From the Earth to the Moon,Byron Haskin,"Joseph Cotten, George Sanders, Debra Paget",United States,"
"
The H-Man,Ishirō Honda,"Yumi Shirakawa, Kenji Sahara, Akihiko Hirata",Japan,"
"
Half Human,"Ishirō Honda, Kenneth G. Crane","John Carradine, Morris Ankrum",JapanUnited States,"
"
The Hideous Sun Demon,Robert Clarke,"Robert Clarke, Patricia Manning, Nan Peterson",United States,"
"
I Married a Monster from Outer Space,Gene Fowler,"Tom Tryon, Gloria Talbott, Ken Lynch",United States,"
"
It! The Terror from Beyond Space,Edward L. Cahn,"Marshall Thompson, Shawn Smith, Kim Spalding",United States,"
"
The Lost Missile,Lester William Berke,"Robert Loggia, Ellen Parker, Phillip Pine",United States,"[28]
"
Missile to the Moon,Richard E. Cunha,"K. T. Stevens, Richard Travis, Lisa Simone",United States,"
"
Monster from Green Hell,Kenneth G. Crane,Jim Davis,United States,"
"
The New Invisible Man,Alfredo B. Crevenna,"Arturo de Córdova, Ana Luisa Peluffo, Raúl Meraz",Mexico,"[29]
"
Night of the Blood Beast,Bernard Kowalski,"Michael Emmet, Angela Greene, John Baer",United States,"
"
Queen of Outer Space,Edward Bernds,"Zsa Zsa Gabor, Laurie Mitchell, Eric Fleming",United States,"
"
The Space Children,Jack Arnold,"Adam Williams, Michel Ray, Johnny Crawford, Sandy Descher",United States,"
"
Space Master X-7,Edward Bernds,"Robert Ellis, Bill Williams, Lyn Thomas",United States,"
"
Teenage Cave Man,Roger Corman,"Robert Vaughn, Leslie E. Bradley, Frank de Kova",United States,"
"
Teenage Monster,Jacques R. Marquette,"Anne Gwynne, Stuart Wade",United States,"[nb 21][30]
"
The Trollenberg Terror,Quentin Lawrence,"Forrest Tucker, Laurence Payne, Janet Munro",United Kingdom,"[nb 22]
"
Varan the Unbelievable,Ishirō Honda,"Tsuruko Kobayashi, Kōzō Nomura, Ayumi Sonoda",Japan,"[nb 23]
"
War of the Colossal Beast,Bert I. Gordon,"Sally Fraser, Dean Parkin, Roger Pace",United States,"
"
War of the Satellites,Roger Corman,"Susan Cabot, Richard Devon, Eric Sinclair",United States,"[31]
"
Terror from the Year 5000 a.k.a. Cage Of Doom (UK),Robert J. Gurney Jr,"Ward Costello, Joyce Holden, John Stratton, Salome Jens,Fred Herrick",United States,"
"
The 30 Foot Bride of Candy Rock,Sidney Miller,"Lou Costello, Dorothy Provine, Gale Gordon",United States,"
"
4D Man,"Irvin Shortess Yeaworth, Jr.","Robert Lansing, Lee Meriwether, James Congdon",United States,"
"
The Angry Red Planet,Ib Melchior,"Gerald Mohr, Les Tremayne, Nora Hayden",United States,"
"
The Atomic Submarine,Spencer Gordon Bennet,"Arthur Franz, Dick Foran, Brett Halsey",United States,"
"
Attack of the Giant Leeches,Bernard Kowalski,"Jan Shepard, Gene Roth, Yvette Vickers",United States,"
"
Battle Beyond the Sun,Mikhail Kozyry,"Aleksandr Shvorin, Ivan Pereverzhev",Soviet Union,"
"
Battle in Outer Space,Ishirō Honda,"Ryō Ikebe, Koreya Senda",Japan,"
"
The Cosmic Man,Herbert Greene,"Bruce Bennett, John Carradine, Angela Greene",United States,"[32]
"
First Man into Space,Robert Day,"Marshall Thompson, Marla Landi, Bill Edwards",United Kingdom,"[33]
"
Giant Gila Monster,Ray Kellogg,"Don Sullivan, Lisa Simone, Fred Graham",United States,"
"
Gigantis the Fire Monster,Paul Schreibman,Hiroshi Koizumi,United StatesJapan,"
"
"Have Rocket, Will Travel",David Lowell Rich,"Jerome Cowan, Anna-Lisa, Curly Joe DeRita",United States,"
"
The Head,Victor Trivas,"Michel Simon, Horst Frank, Christiane Maybach",West Germany,"[34][35]
"
Invisible Invaders,Edward L. Cahn,"John Agar, Jean Byron, Philip Tonge, Robert Hutton, John Carradine",United States,"
"
Journey to the Center of the Earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker",United States,"
"
The Killer Shrews,Ray Kellogg,"James Best, Ken Curtis, Ingrid Goude",United States,"
"
The Manster,"George Breakston, Kenneth G. Crane","Peter Dyneley, Jane Hylton, Satoshi Nakamura, Terri Zimmern",JapanUnited States,"[36][37]
"
The Man Who Could Cheat Death,Terence Fisher,"Anton Diffring, Christopher Lee",United Kingdom,"[nb 24]
"
The Monster of Piedras Blancas,Irvin Berwick,"Les Tremayne, Forrest Lewis, John Harmon",United States,"
"
Monster on the Campus,Jack Arnold,"Arthur Franz, Joanna Cook Moore",United States,"[38]
"
Nebo Zovyot,"Mikhail Karyukov, Aleksandr Kozyr",Ivan Pereverzev,Soviet Union,"
"
On the Beach,Stanley Kramer,"Gregory Peck, Ava Gardner, Fred Astaire",United States,"
"
Plan 9 from Outer Space,"Edward D. Wood, Jr.","Bela Lugosi, Mona McKinnon, Gregory Walcott, Vampira",United States,"
"
Return of the Fly,Edward Bernds,"Vincent Price, Brett Halsey, John Sutton",United States,"
"
Space Invasion of Lapland or Terror in the Midnight Sun,Virgil W. Vogel,"Bengt Blomgren, John Carradine",United StatesSweden,"
"
Teenagers from Outer Space,Tom Graeff,"David Love, Dawn Anderson, Harvey B. Dunn",United States,"
"
The Tingler,William Castle,"Vincent Price, Judith Evelyn, Darryl Hickman",United States,"Science fiction horror[39]
"
"The Giant Behemoth (UK)a.k.a. Behemoth, the Sea Monster a.k.a. The Behemoth","Eugène Lourié, Douglas Hickox","Gene Evans, André Morell",United States,"
"
The Wasp Woman,Roger Corman,"Susan Cabot, Anthony Eisley, Barboura Morris, Michael Mark, Bruno Ve Sota",United States,"
"
"The World, the Flesh and the Devil",Ranald MacDougall,"Harry Belafonte, Inger Stevens, Mel Ferrer",United States,"
"
